audio|text_scribe
audio_files/Ind039_F_U_C_news_1335.wav|wartawan tabloid kilas
audio_files/Ind005_F_S_C_news_0205.wav|iswan bahkan menyarankan pemprov kaltim melupakan saja pt intan
audio_files/Ind043_F_U_C_news_1434.wav|ponco tidak menjawab dengan tegas
audio_files/Ind040_F_J_C_news_1391.wav|ihsg anjlok
audio_files/Ind024_F_S_C_news_0815.wav|ancam ngusman
audio_files/Ind082_M_B_C_news_2754.wav|saya gali
audio_files/Ind023_M_J_C_news_0726.wav|mengenai pengusutan kasus buloggate-bruneigate ini sendiri
audio_files/Ind078_M_B_C_news_2544.wav|tentang respons negatif fraksi-fraksi
audio_files/Ind060_M_U_C_news_2000.wav|tidak berlaku untuk zona tunggal
audio_files/Ind003_M_U_C_news_0150.wav|yakni novum dan adanya kekhilafan dalam putusan majelis kasasi
audio_files/Ind099_M_J_C_news_0069.wav|jadi sebagai draf tidak perlu terlalu sempurna
audio_files/Ind042_M_U_C_news_1429.wav|jenderal bimantoro enggan ladeni wartawan
audio_files/Ind090_M_B_C_news_2997.wav|kalau zaman pak harto kan lewat keppres
audio_files/Ind062_M_J_C_news_2095.wav|harga beras di pedalaman dapat dijangkau warga
audio_files/Ind094_M_S_C_news_3106.wav|dibacok ikhsan
audio_files/Ind014_M_U_C_news_0502.wav|kartu kuning zaenal arief
audio_files/Ind045_F_U_C_news_1487.wav|emanuel ndoen
audio_files/Ind022_M_U_C_news_0710.wav|kapal curah
audio_files/Ind079_F_S_C_news_2667.wav|dari pebulu tangkis denmark
audio_files/Ind060_M_U_C_news_2042.wav|jendral tyasno sudarto
audio_files/Ind085_M_J_C_news_2870.wav|tindakan ini dinilai zulfikar sebagai tindakan sewenang-wenang
audio_files/Ind067_M_S_C_news_2240.wav|dan penyebab mekanis
audio_files/Ind071_M_J_C_news_2382.wav|kalau sampai akhir mei belum selesai
audio_files/Ind037_F_B_C_news_1192.wav|mulai rabu
audio_files/Ind068_M_S_C_news_2236.wav|lanjut sri
audio_files/Ind042_M_U_C_news_1397.wav|atau memberi ijin
audio_files/Ind070_M_U_C_news_2363.wav|mungkin saja proses mandeg sampai di dpr
audio_files/Ind023_M_J_C_news_0736.wav|panggung terbuka di tepi danau
audio_files/Ind032_M_S_C_news_1108.wav|sebenarnya tommy ingin turun tangan sendiri menghabisi syafiuddin
audio_files/Ind042_M_U_C_news_1451.wav|di rs cileungsi
audio_files/Ind023_M_J_C_news_0812.wav|memang jika ditinjau dari segi ekonomi
audio_files/Ind027_F_S_C_news_0906.wav|bom molotov
audio_files/Ind068_M_S_C_news_2246.wav|kasus ini akan kami selidiki setelah nyepi
audio_files/Ind100_M_B_C_news_0143.wav|nikko uang likuid
audio_files/Ind094_M_S_C_news_3083.wav|biar ramai tetapi jangan menjegal
audio_files/Ind075_F_S_C_news_2542.wav|ranjau haruku telan korban satu lagi
audio_files/Ind009_F_U_C_news_0344.wav|tiang pemancar terlihat patah dan menyender ke gedung di sebelahnya
audio_files/Ind012_M_J_C_news_0401.wav|tefa yakin kepulangan pengungsi timtim bakal terus meningkat
audio_files/Ind080_M_S_C_news_2644.wav|satu clurit
audio_files/Ind020_F_J_C_news_0736.wav|panggung terbuka di tepi danau
audio_files/Ind081_M_J_C_news_2666.wav|taufiq kiemas
audio_files/Ind043_F_U_C_news_1433.wav|gurau anton
audio_files/Ind055_F_J_C_news_1790.wav|pemda imbau warga tinggalkan dprd
audio_files/Ind044_M_J_C_news_1500.wav|selain tim labfor
audio_files/Ind045_F_U_C_news_1502.wav|auzubillah mengatakan
audio_files/Ind060_M_U_C_news_2034.wav|pada periode yang sama
audio_files/Ind042_M_U_C_news_1449.wav|keduanya akan diperiksa oleh tim penyidik dipimpin jaksa manaf zubaidi
audio_files/Ind042_M_U_C_news_1422.wav|ujar werdy
audio_files/Ind010_F_S_C_news_0330.wav|ia tidak menggubris dengan soal-soal kecil ejaan
audio_files/Ind075_F_S_C_news_2449.wav|imam gohzali
audio_files/Ind058_M_S_C_news_1976.wav|merek dan hak cipta
audio_files/Ind085_M_J_C_news_2792.wav|enam satu enam
audio_files/Ind030_F_U_C_news_1055.wav|ayo saudara
audio_files/Ind094_M_S_C_news_3156.wav|kau yang bikin kali guraunya kepada wartawan
audio_files/Ind061_F_S_C_news_2048.wav|bila dilihat letak geografisnya
audio_files/Ind047_M_J_C_news_1520.wav|sekadar untuk mengambil wudu
audio_files/Ind045_F_U_C_news_1454.wav|meski terus dicecar berbagai kritikan
audio_files/Ind034_F_U_C_news_1123.wav|bego untuk merambah lereng merapi sebelah selatan di kabupaten sleman
audio_files/Ind077_M_J_C_news_2516.wav|gubernur dki juga menerima dubes cina
audio_files/Ind066_F_J_C_news_2213.wav|lokomotif anjlok di stasiun gambir
audio_files/Ind026_F_S_C_news_0893.wav|sementara kalau tyasno yang naik
audio_files/Ind065_M_U_C_news_2153.wav|bermodal negatif
audio_files/Ind050_F_S_C_news_1708.wav|dan ipnu
audio_files/Ind034_F_U_C_news_1152.wav|perkembangan shanghai juga membutuhkan dukungan dari daerah-daerah lain
audio_files/Ind076_F_B_C_news_2584.wav|namun sebagian lain menuntut butir kesepakatan itu ditulis blak-blakan
audio_files/Ind080_M_S_C_news_2686.wav|kasus bulog dan brunei bisa dituntaskan cepat
audio_files/Ind029_F_S_C_news_0999.wav|kabar itu memicu usulan dari berbagai pihak untuk melikuidasi bii
audio_files/Ind034_F_U_C_news_1159.wav|yaitu undang-undang khusus korupsi
audio_files/Ind072_M_J_C_news_2400.wav|apa dasarnya zuiyen diaktifkan kembali
audio_files/Ind063_M_J_C_news_2115.wav|roy akan merangkul yayasan lembaga konsumen indonesia
audio_files/Ind054_M_J_C_news_1807.wav|atau isi
audio_files/Ind089_M_U_C_news_3009.wav|ujar khrisna
audio_files/Ind030_F_U_C_news_0961.wav|pemda dki diimbau tuntaskan soal tawuran
audio_files/Ind062_M_J_C_news_2120.wav|lagi bandel-bandelnya
audio_files/Ind056_M_S_C_news_1891.wav|negara maju bereaksi atas penolakan as ke protokol kyoto
audio_files/Ind040_F_J_C_news_1329.wav|ancam noya
audio_files/Ind035_M_J_C_news_1122.wav|para menteri tidak memakai volvo
audio_files/Ind098_M_B_C_news_0022.wav|kok wartawan kalau ngecek cuma di tempat ini saja
audio_files/Ind097_M_J_C_news_3173.wav|kesehatan sejumlah bayi mencemaskan
audio_files/Ind086_M_S_C_news_2867.wav|iwan sk
audio_files/Ind078_M_B_C_news_2598.wav|dan para pemakainya
audio_files/Ind017_F_S_C_news_0580.wav|kodim dan satpol pp pemkab jepara
audio_files/Ind078_M_B_C_news_2600.wav|selama status quo untuk soeharto masih tetap ada
audio_files/Ind012_M_J_C_news_0446.wav|sungai cideng
audio_files/Ind010_F_S_C_news_0346.wav|masing-masing mayjen adam damiri
audio_files/Ind065_M_U_C_news_2142.wav|senior superintenden ridwan karim di banda aceh
audio_files/Ind055_F_J_C_news_1863.wav|dana apbd untuk bantu jeda
audio_files/Ind072_M_J_C_news_2377.wav|jika kunjungan itu dikatakan sebagai ukhuwah islamiyah saya tidak setuju
audio_files/Ind047_M_J_C_news_1605.wav|tanpa disebutkan detail caranya
audio_files/Ind045_F_U_C_news_1468.wav|bahkan nyanyi juga
audio_files/Ind087_M_J_C_news_2869.wav|menjelang akhir masa kampanye
audio_files/Ind090_M_B_C_news_3033.wav|kata engkos
audio_files/Ind034_F_U_C_news_1120.wav|ngomongnya ke anak-anak juga benar
audio_files/Ind024_F_S_C_news_0836.wav|ungkap firman
audio_files/Ind034_F_U_C_news_1177.wav|kata juoro
audio_files/Ind036_F_S_C_news_1172.wav|sekarang ini menghadapi gejala status quo dan stagnasi
audio_files/Ind090_M_B_C_news_2939.wav|para pengunjuk rasa tersebut memenuhi enam buah bus
audio_files/Ind092_M_S_C_news_3066.wav|staf polda diy menjelaskan
audio_files/Ind099_M_J_C_news_0063.wav|erwin dibawa ke rscm guna memperoleh perawatan
audio_files/Ind026_F_S_C_news_0857.wav|syafei gade
audio_files/Ind060_M_U_C_news_2051.wav|bang yos harus bertanggung jawab
audio_files/Ind052_M_S_C_news_1783.wav|staf nggak mengerti sewaktu saya tanyai kata dia
audio_files/Ind072_M_J_C_news_2372.wav|di takengon
audio_files/Ind076_F_B_C_news_2484.wav|namun mekanisme untuk mengontrolnya tidak ada lagi
audio_files/Ind080_M_S_C_news_2660.wav|toh sampai saat ini aparat belum mampu unjuk gigi
audio_files/Ind067_M_S_C_news_2218.wav|ia butuh transfusi darah
audio_files/Ind072_M_J_C_news_2451.wav|menurut pengemudi bajaj lain
audio_files/Ind086_M_S_C_news_2903.wav|salah satu wujud komitmen itu
audio_files/Ind085_M_J_C_news_2817.wav|kata ozy
audio_files/Ind038_F_U_C_news_1274.wav|begitu juga dengan laba operasi konsolidasi
audio_files/Ind011_F_U_C_news_0342.wav|kata menkeu kepada wartawan
audio_files/Ind054_M_J_C_news_1780.wav|gemerlap dengan kilauan sinar lampu
audio_files/Ind054_M_J_C_news_1764.wav|telah dipasang ranjau bom rakitan
audio_files/Ind001_F_B_C_news_0000.wav|elza syarief mengaku
audio_files/Ind073_F_S_C_news_2387.wav|asep effendi
audio_files/Ind047_M_J_C_news_1627.wav|sikap taufiq ismail tentunya belum berubah hingga saat ini
audio_files/Ind066_F_J_C_news_2190.wav|akhir bulan lalu bangau pergi ke rumah saudaranya di tarakan
audio_files/Ind062_M_J_C_news_2075.wav|mochtar buchori
audio_files/Ind008_F_U_C_news_0316.wav|kalau syahril divonis
audio_files/Ind062_M_J_C_news_2119.wav|mesiu itu tidak dijual sembarangan ujarnya
audio_files/Ind029_F_S_C_news_0930.wav|kalau air sungai kahayan meluap
audio_files/Ind016_M_J_C_news_0513.wav|ongko grup
audio_files/Ind089_M_U_C_news_2973.wav|imbaunya lagi
audio_files/Ind037_F_B_C_news_1209.wav|ikhlas hati
audio_files/Ind068_M_S_C_news_2288.wav|salah seorang warga indonesia yang ditangkap di bandara ninoy aquino
audio_files/Ind036_F_S_C_news_1158.wav|namun di lapangan bintang kejora dipakai sebagai wujud negara ujarnya
audio_files/Ind078_M_B_C_news_2602.wav|dan zimbabwe
audio_files/Ind015_F_S_C_news_0496.wav|gerai-gerai harco glodok lengang
audio_files/Ind027_F_S_C_news_0948.wav|esai harus karya orisinil dan belum pernah dipublikasikan media massa
audio_files/Ind057_M_J_C_news_1879.wav|serta seorang fotografer
audio_files/Ind025_F_S_C_news_0879.wav|salah seorang pegawai zakaria
audio_files/Ind034_F_U_C_news_1139.wav|namun diduga pertemuan arafat-powell digelar hari minggu ini
audio_files/Ind089_M_U_C_news_2915.wav|bila urusan yoichi ini selesai
audio_files/Ind053_M_S_C_news_1716.wav|saya langsung dibonceng untuk mengejar mobil itu ujar joko
audio_files/Ind024_F_S_C_news_0812.wav|memang jika ditinjau dari segi ekonomi
audio_files/Ind032_M_S_C_news_1088.wav|khusus bagi goa nyai goa ini sangat tabu
audio_files/Ind088_M_S_C_news_2926.wav|atau fuad bawazier harus mundur
audio_files/Ind084_M_B_C_news_2834.wav|chaerudin tak ujug-ujug jadi kapolri
audio_files/Ind096_M_J_C_news_0002.wav|imf bukan penguasa
audio_files/Ind002_M_S_C_news_0137.wav|kalau nilainya turun
audio_files/Ind015_F_S_C_news_0547.wav|dalam konteks globalisasi kita harus mendefinisikan makna perbedaan kultur
audio_files/Ind067_M_S_C_news_2227.wav|imam sueb dari jakarta
audio_files/Ind037_F_B_C_news_1269.wav|ya repot ya
audio_files/Ind010_F_S_C_news_0318.wav|mahligai cinta
audio_files/Ind024_F_S_C_news_0816.wav|tim azzurri
audio_files/Ind072_M_J_C_news_2378.wav|bursa gubernur dki pkb ajukan marzuki usman
audio_files/Ind017_F_S_C_news_0574.wav|kalau urusan itu
audio_files/Ind042_M_U_C_news_1368.wav|gedung ma
audio_files/Ind040_F_J_C_news_1326.wav|kabag pembinaan hukum mayjend manurung
audio_files/Ind047_M_J_C_news_1532.wav|rombongan wapres belum juga mendarat di heliped pt arun
audio_files/Ind079_F_S_C_news_2642.wav|namun mereka tetap menanyakan uang tunai lainnya
audio_files/Ind026_F_S_C_news_0871.wav|julia tumengkol
audio_files/Ind062_M_J_C_news_2077.wav|menyelip jaguar
audio_files/Ind019_F_U_C_news_0631.wav|dulu glenn yusuf diganti karena dinilai lamban
audio_files/Ind092_M_S_C_news_3057.wav|sebab zakir
audio_files/Ind006_M_J_C_news_0168.wav|saat hendak dibuka
audio_files/Ind038_F_U_C_news_1288.wav|ujar zage
audio_files/Ind021_M_J_C_news_0723.wav|ocehan pemuda itu bukan berlangsung di dalam ruang kuliah
audio_files/Ind056_M_S_C_news_1877.wav|dan ozon
audio_files/Ind018_F_S_C_news_0602.wav|dan afsel
audio_files/Ind001_F_B_C_news_0006.wav|namun mahfud tidak menjelaskan secara detail hasil yang ia maksud
audio_files/Ind014_M_U_C_news_0515.wav|dan yenny
audio_files/Ind078_M_B_C_news_2607.wav|dan heru akhmadi
audio_files/Ind059_M_S_C_news_1919.wav|masyudi muchtar
audio_files/Ind037_F_B_C_news_1222.wav|owen sempat berkelit
audio_files/Ind002_M_S_C_news_0088.wav|yaitu febi widhiyanto
audio_files/Ind067_M_S_C_news_2204.wav|rupanya ngatiyem sedang bertengkar dengan nyoman
audio_files/Ind089_M_U_C_news_2994.wav|pokoknya harus ngirit
audio_files/Ind088_M_S_C_news_2914.wav|perdagangan cenderung flat
audio_files/Ind064_F_U_C_news_2164.wav|sungguh absurd pula misi dipersiapkan dengan disiplin yang sangat tinggi
audio_files/Ind058_M_S_C_news_1908.wav|lanjut wayn
audio_files/Ind077_M_J_C_news_2547.wav|maksud hati
audio_files/Ind017_F_S_C_news_0572.wav|brunei yang kecil namun kaya minyak
audio_files/Ind027_F_S_C_news_0860.wav|bunyi yang keluar dari moncong terompet tahun barunya
audio_files/Ind099_M_J_C_news_0065.wav|etnis tionghoa harus lebih berperan aktif terjun dalam masalah-masalah bangsa
audio_files/Ind006_M_J_C_news_0255.wav|dalam pledoinya
audio_files/Ind030_F_U_C_news_1051.wav|atau umat islam
audio_files/Ind033_F_U_C_news_1060.wav|kata roy seraya bergegas memasuki mobil
audio_files/Ind053_M_S_C_news_1798.wav|jangan sampai operasi pasar ini disalahgunakan
audio_files/Ind006_M_J_C_news_0209.wav|kaleb situmorang
audio_files/Ind019_F_U_C_news_0607.wav|termasuk khofifah indar parawansa yang mewakili unsur perempuan
audio_files/Ind038_F_U_C_news_1322.wav|itu uud
audio_files/Ind061_F_S_C_news_2086.wav|untuk proyek batu hijau ini
audio_files/Ind048_M_S_C_news_1636.wav|episentrum gempa liwa terletak di daratan
audio_files/Ind056_M_S_C_news_1892.wav|hino biohanis
audio_files/Ind052_M_S_C_news_1740.wav|tetapi keberatan apabila amandemen terlampau jauh merombak tata kenegaraan indonesia
audio_files/Ind033_F_U_C_news_1157.wav|konvoi resmi hanya diperuntukkan bagi presiden megawati
audio_files/Ind020_F_J_C_news_0655.wav|ledakan di maluku bukan ukuran upaya damai gagal
audio_files/Ind077_M_J_C_news_2607.wav|dan heru akhmadi
audio_files/Ind026_F_S_C_news_0864.wav|menampilkan arswendo atmowiloto
audio_files/Ind064_F_U_C_news_2112.wav|tiga kali wayn dan kapten tim melakukan protes
audio_files/Ind043_F_U_C_news_1390.wav|usai syukuran
audio_files/Ind031_M_J_C_news_0991.wav|klaim jamaah bisa ditujukan maktab atau juga depag
audio_files/Ind017_F_S_C_news_0613.wav|azizy ma
audio_files/Ind012_M_J_C_news_0438.wav|tetap dapat naik jenjang tanpa ujian
audio_files/Ind021_M_J_C_news_0769.wav|pembangunan lapangan golf dan marina
audio_files/Ind080_M_S_C_news_2665.wav|kami tidak mempunyai uang tunai untuk membayar pensiunan
audio_files/Ind099_M_J_C_news_0105.wav|pemprov sulteng diharapkan bisa menyosialisasikan rencana tersebut kepada masyarakat
audio_files/Ind073_F_S_C_news_2427.wav|ini erat kaitannya dengan otonomi daerah
audio_files/Ind067_M_S_C_news_2264.wav|kapolda kalteng brigjen bambang pranoto
audio_files/Ind079_F_S_C_news_2639.wav|tersangka dalam kasus dana non budjeter bulog
audio_files/Ind100_M_B_C_news_0130.wav|jam weker
audio_files/Ind057_M_J_C_news_1953.wav|itu kalau resmi
audio_files/Ind077_M_J_C_news_2589.wav|staf humas depnaker
audio_files/Ind026_F_S_C_news_0904.wav|salah satu muridnya
audio_files/Ind090_M_B_C_news_3004.wav|kerusakan terjadi karena sistem wesel rel yang tidak sempurna
audio_files/Ind096_M_J_C_news_3163.wav|menguat cukup signifikan
audio_files/Ind026_F_S_C_news_0894.wav|meneg ham
audio_files/Ind099_M_J_C_news_0102.wav|satu orang sedang ke jerusalem
audio_files/Ind047_M_J_C_news_1567.wav|menurut leo yang salah adalah dua pihak
audio_files/Ind040_F_J_C_news_1296.wav|mulai jumat
audio_files/Ind047_M_J_C_news_1572.wav|pasar segera dan pasar tunai masih menggunakan nilai nominal lama
audio_files/Ind097_M_J_C_news_0009.wav|operasi terhadap nyoman akan segera dilakukan
audio_files/Ind068_M_S_C_news_2218.wav|ia butuh transfusi darah
audio_files/Ind067_M_S_C_news_2232.wav|subarjo enggan
audio_files/Ind052_M_S_C_news_1749.wav|anggota dprd zaini sulaiman
audio_files/Ind022_M_U_C_news_0769.wav|pembangunan lapangan golf dan marina
audio_files/Ind062_M_J_C_news_2051.wav|bang yos harus bertanggung jawab
audio_files/Ind069_M_U_C_news_2323.wav|meskipun memakai syair bahasa mandarin
audio_files/Ind030_F_U_C_news_1047.wav|staf ahli lemhanas
audio_files/Ind003_M_U_C_news_0157.wav|gubernur diy yogya
audio_files/Ind043_F_U_C_news_1410.wav|bharada syahrial
audio_files/Ind039_F_U_C_news_1311.wav|sidang prepcom komitmen negara maju diragukan
audio_files/Ind028_F_J_C_news_0897.wav|orang nggak percaya
audio_files/Ind051_M_S_C_news_1724.wav|pilih perkosa atau nyawa
audio_files/Ind031_M_J_C_news_1040.wav|filipina belum tuduh dwikarna terlibat pengeboman di jakarta
audio_files/Ind088_M_S_C_news_2972.wav|jelas reza
audio_files/Ind006_M_J_C_news_0167.wav|aryo wowor
audio_files/Ind021_M_J_C_news_0686.wav|baru syaiful dan dua saudaranya
audio_files/Ind069_M_U_C_news_2282.wav|tsunami hingga senin kemarin belum muncul
audio_files/Ind044_M_J_C_news_1449.wav|keduanya akan diperiksa oleh tim penyidik dipimpin jaksa manaf zubaidi
audio_files/Ind098_M_B_C_news_0116.wav|noval dan molla dianggap membuat skenario tokoh khayal seperti frans
audio_files/Ind084_M_B_C_news_2742.wav|gara-gara hutan di bagian hulu sungai gundul
audio_files/Ind023_M_J_C_news_0768.wav|pengelolaan lingkungan akan dibuat tata ruang atau zonasi
audio_files/Ind012_M_J_C_news_0455.wav|syed mengakui
audio_files/Ind072_M_J_C_news_2409.wav|vodka jumbo
audio_files/Ind064_F_U_C_news_2140.wav|kata warga inggris mike smith
audio_files/Ind007_M_J_C_news_0274.wav|perusahan-perusahaan raksasa di negeri tersebut berani menghadapi krisis sefrontal mungkin
audio_files/Ind078_M_B_C_news_2635.wav|atau sewa
audio_files/Ind075_F_S_C_news_2489.wav|mengapa saya mesti menunggu empat bulan dan kerja mati-matian
audio_files/Ind095_M_S_C_news_3149.wav|ambong optimis
audio_files/Ind011_F_U_C_news_0346.wav|masing-masing mayjen adam damiri
audio_files/Ind095_M_S_C_news_3150.wav|langkah dan kebijakan politik partai khususnya menjelang si mpr
audio_files/Ind015_F_S_C_news_0536.wav|gam tolonglah hentikan kekerasan
audio_files/Ind054_M_J_C_news_1798.wav|jangan sampai operasi pasar ini disalahgunakan
audio_files/Ind037_F_B_C_news_1218.wav|boleh aja orang nyumbang kata dia
audio_files/Ind058_M_S_C_news_1914.wav|siangnya langsung ngojek
audio_files/Ind074_M_J_C_news_2429.wav|sesuai namanya
audio_files/Ind066_F_J_C_news_2222.wav|sebagian mengendarai sepeda motor dengan raungan knalpot
audio_files/Ind088_M_S_C_news_2922.wav|imf prihatin
audio_files/Ind064_F_U_C_news_2102.wav|kesepakatan pemerintah dengan tim kaji ulang imf nanti juga
audio_files/Ind018_F_S_C_news_0609.wav|setelah cekcok
audio_files/Ind016_M_J_C_news_0599.wav|pemerintah belum punya konsep jelas
audio_files/Ind078_M_B_C_news_2579.wav|empat korban hiba utama sudah sampai cilincing
audio_files/Ind005_F_S_C_news_0196.wav|krueng raya
audio_files/Ind011_F_U_C_news_0405.wav|benjamin netanyahu
audio_files/Ind045_F_U_C_news_1510.wav|albert pangaribuan
audio_files/Ind045_F_U_C_news_1473.wav|kata eddy syofian
audio_files/Ind043_F_U_C_news_1486.wav|mekkah suhu udara dingin
audio_files/Ind023_M_J_C_news_0741.wav|fuad muhammad syafrudin atau udin
audio_files/Ind083_M_B_C_news_2757.wav|presiden setuju enam juru runding gam dilepas
audio_files/Ind008_F_U_C_news_0267.wav|selanjutnya cencen membuka amplop coklat tersebut sembari menelepon
audio_files/Ind074_M_J_C_news_2478.wav|ditetapkannya percakapan lokal zona tunggal akan menguntungkan konsumen jakarta
audio_files/Ind004_F_S_C_news_0143.wav|nikko uang likuid
audio_files/Ind097_M_J_C_news_0069.wav|jadi sebagai draf tidak perlu terlalu sempurna
audio_files/Ind047_M_J_C_news_1569.wav|ia juga berniat memanggil sihaloho untuk minta penjelasan
audio_files/Ind021_M_J_C_news_0688.wav|kata josef angkasa
audio_files/Ind021_M_J_C_news_0667.wav|dalam usia yang uzur itu
audio_files/Ind044_M_J_C_news_1432.wav|jenazah martin burnham hari sabtu diterbangkan ke pangkalan as
audio_files/Ind045_F_U_C_news_1535.wav|penduduk umumnya malas keluar rumah
audio_files/Ind072_M_J_C_news_2363.wav|mungkin saja proses mandeg sampai di dpr
audio_files/Ind013_M_U_C_news_0475.wav|garuda mengurangi frekuensi penerbangan rute itu mulai awal november
audio_files/Ind010_F_S_C_news_0368.wav|yaitu khazanah wayang
audio_files/Ind080_M_S_C_news_2705.wav|albert hasibuan advokad
audio_files/Ind040_F_J_C_news_1350.wav|ihsg bej
audio_files/Ind020_F_J_C_news_0638.wav|sumargono khawatirkan usulan itu
audio_files/Ind094_M_S_C_news_3113.wav|dalam rapat intern fraksi
audio_files/Ind065_M_U_C_news_2211.wav|ia tidak terlampau menghiraukan apakah stamina para jaksa cukup kuat
audio_files/Ind074_M_J_C_news_2438.wav|namun akhirnya nur mengaku khilaf
audio_files/Ind044_M_J_C_news_1424.wav|takut tsunami warga mengungsi ke bukit
audio_files/Ind090_M_B_C_news_3037.wav|tidak usah pakai skenario
audio_files/Ind032_M_S_C_news_1066.wav|desa leihitu
audio_files/Ind006_M_J_C_news_0180.wav|formula ini masih memakai empat parameter
audio_files/Ind082_M_B_C_news_2764.wav|kepala subseksi geofisika
audio_files/Ind087_M_J_C_news_2861.wav|selisih gol tim ginseng lebih baik
audio_files/Ind008_F_U_C_news_0242.wav|aku enggak ngerti
audio_files/Ind087_M_J_C_news_2910.wav|iya ya
audio_files/Ind079_F_S_C_news_2583.wav|fariz mengaku
audio_files/Ind095_M_S_C_news_0000.wav|elza syarief mengaku
audio_files/Ind079_F_S_C_news_2585.wav|inggris terseok-seok
audio_files/Ind097_M_J_C_news_0031.wav|wilfred simatupang
audio_files/Ind043_F_U_C_news_1444.wav|david levy
audio_files/Ind076_F_B_C_news_2566.wav|khususnya internal plaza saja
audio_files/Ind017_F_S_C_news_0578.wav|walau partai uji coba kedua tim tampil ngotot dan keras
audio_files/Ind008_F_U_C_news_0293.wav|ini berbeda dengan tipe umum penduduk aceh di daratan
audio_files/Ind024_F_S_C_news_0807.wav|ia mengaku tidak tahu menahu hal tersebut
audio_files/Ind092_M_S_C_news_3073.wav|tim itu akan menyurvei fasilitas dan persyaratan logistik di daerah
audio_files/Ind022_M_U_C_news_0740.wav|urai syamsul
audio_files/Ind063_M_J_C_news_2095.wav|harga beras di pedalaman dapat dijangkau warga
audio_files/Ind032_M_S_C_news_1041.wav|roy mengharapkan
audio_files/Ind034_F_U_C_news_1122.wav|para menteri tidak memakai volvo
audio_files/Ind074_M_J_C_news_2492.wav|tawuran berlangsung saling ejek
audio_files/Ind031_M_J_C_news_1060.wav|kata roy seraya bergegas memasuki mobil
audio_files/Ind073_F_S_C_news_2395.wav|semua fraksi setuju syamsuddin dicopot
audio_files/Ind066_F_J_C_news_2167.wav|kain seprei dan segala-galanya
audio_files/Ind019_F_U_C_news_0635.wav|soal harga kios yang mencapai ratusan juta rupiah
audio_files/Ind092_M_S_C_news_3070.wav|kalau sampai gagal memenuhi target waktu
audio_files/Ind027_F_S_C_news_0865.wav|akan dimenangi oleh brasil
audio_files/Ind055_F_J_C_news_1829.wav|sampai ngomong seperti itu tutur anam
audio_files/Ind013_M_U_C_news_0430.wav|antara lain roy marten
audio_files/Ind049_M_S_C_news_1678.wav|mayjen tni sang nyoman suwisma dari mabes tni
audio_files/Ind057_M_J_C_news_1857.wav|merek bimoli
audio_files/Ind006_M_J_C_news_0207.wav|haji suaib mengatakan sejujurnya
audio_files/Ind011_F_U_C_news_0424.wav|risau akan konflik-konflik di daerah
audio_files/Ind065_M_U_C_news_2157.wav|ia bukan tipe orang yang gampang puas
audio_files/Ind003_M_U_C_news_0136.wav|lanjut kwik
audio_files/Ind066_F_J_C_news_2171.wav|oleh dodi
audio_files/Ind086_M_S_C_news_2908.wav|bukan kue yang didapat
audio_files/Ind073_F_S_C_news_2408.wav|kesibukan tidak pernah berhenti sepanjang hari sejak selepas dzuhur
audio_files/Ind046_F_S_C_news_1512.wav|melalui empat nomor rekening yang sudah ditentukan pemerintah
audio_files/Ind097_M_J_C_news_0029.wav|ketika konvoi memasuki kabul
audio_files/Ind098_M_B_C_news_0037.wav|lebih detail jimly mengatakan hal itu
audio_files/Ind054_M_J_C_news_1772.wav|kelelawar dan tupai
audio_files/Ind061_F_S_C_news_1984.wav|sedangkan untuk menyewa tempat di lantai dasar plaza ciledug baru
audio_files/Ind095_M_S_C_news_3152.wav|dinilai sri
audio_files/Ind095_M_S_C_news_3108.wav|yang disebutkan sebagai enam program kabinet gotong royong
audio_files/Ind041_F_U_C_news_1366.wav|teratai mas
audio_files/Ind098_M_B_C_news_0031.wav|wilfred simatupang
audio_files/Ind012_M_J_C_news_0436.wav|pelecehan seksual maupun verbal
audio_files/Ind083_M_B_C_news_2793.wav|ada informasi langkah jaksa agung diboikot oleh stafnya
audio_files/Ind087_M_J_C_news_2931.wav|anak-anak dari keluarga yang kacau yang sakit
audio_files/Ind078_M_B_C_news_2612.wav|kalau dianggap legislatif eforia itu tanggung jawab beliau juga katanya
audio_files/Ind077_M_J_C_news_2614.wav|nur lutfi
audio_files/Ind022_M_U_C_news_0736.wav|panggung terbuka di tepi danau
audio_files/Ind077_M_J_C_news_2534.wav|jelas achyar
audio_files/Ind093_M_S_C_news_3044.wav|warga kayu jati
audio_files/Ind074_M_J_C_news_2482.wav|pengemudi bajaj yang lain
audio_files/Ind067_M_S_C_news_2235.wav|polres slawi
audio_files/Ind010_F_S_C_news_0306.wav|yang ada cuma kongkow-kongkow pemuda setempat menjaga keamanan
audio_files/Ind070_M_U_C_news_2375.wav|jelas zein
audio_files/Ind034_F_U_C_news_1188.wav|semen andalas hentikan produksi
audio_files/Ind040_F_J_C_news_1342.wav|musibah gunung slamet jenazah iis ditemukan
audio_files/Ind004_F_S_C_news_0139.wav|hai dprd
audio_files/Ind044_M_J_C_news_1503.wav|misa malam paskah khidmat
audio_files/Ind095_M_S_C_news_3117.wav|tolong mbah
audio_files/Ind085_M_J_C_news_2778.wav|didampingi ibunya rosbiri rining bangau mampu berjalan biasa
audio_files/Ind093_M_S_C_news_3087.wav|anton juga menyinggung anak aznani
